Atomic Li wave function in real space
Atomic number
  3
Total number of orbitals
 15
The [2S] state electronic configuration
Number of up, downspin electrons, determinants 
  2  1   252
    0.220139939360432E-02
    0.213865278535223E-02
    0.206992159206864E-02
    0.199622403383558E-02
    0.191851885966813E-02
    0.183769383921835E-02
    0.175460887475322E-02
    0.167004602096955E-02
    0.158472247005863E-02
    0.149928680633868E-02
    0.141432605979978E-02
    0.133037074839726E-02
    0.124788608327386E-02
    0.116727782342035E-02
    0.108889737677285E-02
    0.101303698302626E-02
    0.939938120244802E-03
    0.869795543977162E-03
    0.802760960668561E-03
    0.738954409476739E-03
    0.678435942341776E-03
    0.621241258543759E-03
    0.567376412049795E-03
    0.516827288599982E-03
    0.469553676613775E-03
    0.425478804029827E-03
    0.384517416219796E-03
    0.346570574649670E-03
    0.311538617615716E-03
    0.279295197566769E-03
    0.249705363415837E-03
    0.222633794196258E-03
    0.197942914363304E-03
    0.175505369680656E-03
    0.155169248872322E-03
    0.136793895891930E-03
    0.120241519209030E-03
    0.105380711479449E-03
    0.920846547010308E-04
    0.802221579326328E-04
    0.696721660498138E-04
    0.603197606537205E-04
    0.520588108332378E-04
    0.447860490420870E-04
    0.384035997960957E-04
    0.328214079014911E-04
    0.279559805456889E-04
    0.237310544964668E-04
    0.200749173368974E-04
    0.169224142362412E-04
    0.142141555882188E-04
    0.118959578671647E-04
    0.991862197023392E-05
    0.823911859585636E-05
    0.681832445539653E-05
    0.562124969820238E-05
    0.461569545794561E-05
    0.377438565967526E-05
    0.307415903212887E-05
    0.249403937562977E-05
    0.201559034435216E-05
    0.162094065711273E-05
    0.129781128034243E-05
    0.103482933903257E-05
    0.821981853567050E-06
    0.650247143917489E-06
    0.511112046980347E-06
    0.399924786086438E-06
    0.311712601617577E-06
    0.242225450481927E-06
    0.187131689627746E-06
    0.143406361107100E-06
    0.109400821064912E-06
    0.832387848439379E-07
    0.633139538840270E-07
    0.475375385102176E-07
    0.353789251457576E-07
    0.262324339837038E-07
    0.194665238149606E-07
    0.144564806437860E-07
    0.103385146137123E-07
    0.726077638914813E-08
    0.502797598062027E-08
    0.347494277347190E-08
    0.236083214249688E-08
    0.153184039956752E-08
    0.101634488063300E-08
    0.742811154029334E-09
    0.634852818032705E-09
    0.485459952716219E-09
    0.328587535198154E-09
    0.193948553523304E-09
    0.812484448052732E-10
   -0.501941166233821E-11
   -0.562490771148747E-10
   -0.744136460888070E-10
   -0.622522223378786E-10
   -0.274609694029052E-10
    0.359030180902402E-11
    0.100336224411965E-10
    0.115692211860203E-10
    0.846558166398972E-11
    0.218968071034749E-11
   -0.187797376488265E-11
   -0.366185430124330E-11
Orbital #  9 [ 6p]
  0  6  1
    0.000000000000000E+00
    0.114555620743355E-14
    0.464393665336446E-14
    0.105898928363490E-13
    0.190811552732231E-13
    0.302185196231732E-13
    0.441059352147093E-13
    0.608505960414908E-13
    0.805630342947525E-13
    0.103357216501920E-12
    0.129350642342905E-12
    0.158664446217506E-12
    0.191423501639356E-12
    0.227756528533884E-12
    0.267796203519907E-12
    0.311679273256588E-12
    0.359546670939756E-12
    0.411543636033859E-12
    0.467819837328150E-12
    0.528529499408154E-12
    0.593831532635896E-12
    0.663889666734953E-12
    0.738872588078976E-12
    0.818954080785017E-12
    0.904313171715780E-12
    0.995134279497689E-12
    0.109160736766464E-11
    0.119392810204021E-11
    0.130229801247428E-11
    0.141692465905300E-11
    0.153802180290449E-11
    0.166580958172577E-11
    0.180051469015996E-11
    0.194237056515630E-11
    0.209161757644901E-11
    0.224850322229492E-11
    0.241328233061333E-11
    0.258621726567577E-11
    0.276757814049702E-11
    0.295764303508316E-11
    0.315669822069643E-11
    0.336503839030102E-11
    0.358296689535869E-11
    0.381079598914718E-11
    0.404884707677950E-11
    0.429745097210693E-11
    0.455694816169324E-11
    0.482768907605320E-11
    0.511003436835333E-11
    0.540435520077833E-11
    0.571103353877212E-11
    0.603046245336828E-11
    0.636304643183015E-11
    0.670920169682715E-11
    0.706935653437988E-11
    0.744395163081287E-11
    0.783344041896047E-11
    0.823828943387765E-11
    0.865897867831504E-11
    0.909600199822351E-11
    0.954986746856200E-11
    0.100210977896887E-10
    0.105102306946238E-10
    0.110178193674800E-10
    0.115444328733644E-10
    0.120906566000642E-10
    0.126570927118366E-10
    0.132443606156332E-10
    0.138530974400952E-10
    0.144839585276698E-10
    0.151376179402020E-10
    0.158147689783697E-10
    0.165161247153385E-10
    0.172424185450230E-10
    0.179944047453513E-10
    0.187728590569410E-10
    0.195785792776064E-10
    0.204123858731255E-10
    0.212751226047114E-10
    0.221676571736394E-10
    0.230908818834986E-10
    0.240457143205451E-10
    0.250330980526503E-10
    0.260540033473481E-10
    0.271094279095017E-10
    0.282003976391208E-10
    0.293279674098799E-10
    0.304932218688962E-10
    0.316972762583480E-10
    0.329412772595253E-10
    0.342264038599213E-10
    0.355538682439925E-10
    0.369249167082283E-10
    0.383408306011911E-10
    0.398029272892053E-10
    0.413125611483909E-10
    0.428711245837570E-10
    0.444800490760911E-10
    0.461408062573967E-10
    0.478549090156565E-10
    0.496239126297147E-10
    0.514494159350985E-10
    0.533330625216167E-10
    0.552765419635987E-10
    0.572815910836587E-10
    0.593499952508966E-10
    0.614835897144683E-10
    0.636842609734862E-10
    0.659539481842349E-10
    0.682946446057151E-10
    0.707083990845554E-10
    0.731973175803591E-10
    0.757635647325844E-10
    0.784093654700838E-10
    0.811370066644588E-10
    0.839488388284204E-10
    0.868472778603741E-10
    0.898348068364843E-10
    0.929139778515050E-10
    0.960874139096990E-10
    0.993578108672047E-10
    0.102727939427245E-09
    0.106200647189611E-09
    0.109778860755892E-09
    0.113465587891961E-09
    0.117263919749276E-09
    0.121177033146581E-09
    0.125208192913648E-09
    0.129360754298745E-09
    0.133638165441558E-09
    0.138043969913326E-09
    0.142581809326038E-09
    0.147255426012540E-09
    0.152068665779478E-09
    0.157025480735067E-09
    0.162129932193692E-09
    0.167386193659437E-09
    0.172798553890674E-09
    0.178371420047916E-09
    0.184109320927179E-09
    0.190016910281181E-09
    0.196098970230750E-09
    0.202360414768890E-09
    0.208806293360011E-09
    0.215441794636904E-09
    0.222272250198109E-09
    0.229303138508395E-09
    0.236540088905143E-09
    0.243988885713504E-09
    0.251655472473279E-09
    0.259545956280537E-09
    0.267666612247099E-09
    0.276023888081058E-09
    0.284624408791627E-09
    0.293474981521679E-09
    0.302582600511434E-09
    0.311954452196849E-09
    0.321597920446357E-09
    0.331520591939698E-09
    0.341730261692700E-09
    0.352234938731945E-09
    0.363042851923400E-09
    0.374162455959160E-09
    0.385602437506602E-09
    0.397371721524335E-09
    0.409479477749472E-09
    0.421935127360851E-09
    0.434748349822979E-09
    0.447929089915588E-09
    0.461487564953822E-09
    0.475434272204230E-09
    0.489779996501848E-09
    0.504535818073824E-09
    0.519713120575180E-09
    0.535323599342446E-09
    0.551379269871061E-09
    0.567892476522613E-09
    0.584875901468119E-09
    0.602342573873750E-09
    0.620305879335556E-09
    0.638779569569927E-09
    0.657777772366723E-09
    0.677315001812171E-09
    0.697406168788829E-09
    0.718066591760131E-09
    0.739312007847189E-09
    0.761158584205795E-09
    0.783622929711707E-09
    0.806722106962597E-09
    0.830473644605212E-09
    0.854895549996549E-09
    0.880006322208085E-09
    0.905824965382352E-09
    0.932371002451379E-09
    0.959664489226791E-09
    0.987726028871648E-09
    0.101657678676431E-08
    0.104623850576498E-08
    0.107673352189577E-08
    0.110808478044554E-08
    0.114031585251095E-08
    0.117345095198554E-08
    0.120751495300900E-08
    0.124253340788898E-08
    0.127853256550837E-08
    0.131553939023106E-08
    0.135358158131967E-08
    0.139268759287924E-08
    0.143288665434094E-08
    0.147420879150045E-08
    0.151668484812613E-08
    0.156034650815223E-08
    0.160522631847306E-08
    0.165135771235440E-08
    0.169877503347872E-08
    0.174751356064153E-08
    0.179760953311633E-08
    0.184910017670629E-08
    0.190202373050126E-08
    0.195641947435918E-08
    0.201232775713148E-08
    0.206979002565252E-08
    0.212884885451391E-08
    0.218954797664471E-08
    0.225193231471956E-08
    0.231604801341689E-08
    0.238194247255037E-08
    0.244966438109712E-08
    0.251926375214705E-08
    0.259079195879809E-08
    0.266430177102297E-08
    0.273984739353387E-08
    0.281748450467188E-08
    0.289727029634890E-08
    0.297926351507064E-08
    0.306352450406978E-08
    0.315011524657938E-08
    0.323909941027737E-08
    0.333054239293386E-08
    0.342451136929361E-08
    0.352107533922727E-08
    0.362030517718558E-08
    0.372227368299183E-08
    0.382705563400865E-08
    0.393472783871648E-08
    0.404536919174173E-08
    0.415906073037389E-08
    0.427588569261189E-08
    0.439592957678099E-08
    0.451928020276272E-08
    0.464602777488146E-08
    0.477626494649251E-08
    0.491008688631750E-08
    0.504759134657462E-08
    0.518887873295202E-08
    0.533405217647426E-08
    0.548321760731304E-08
    0.563648383059475E-08
    0.579396260425883E-08
    0.595576871902231E-08
    0.612202008050771E-08
    0.629283779359253E-08
    0.646834624904046E-08
    0.664867321247617E-08
    0.683394991576687E-08
    0.702431115087564E-08
    0.721989536625368E-08
    0.742084476583974E-08
    0.762730541073752E-08
    0.783942732364318E-08
    0.805736459609763E-08
    0.828127549863961E-08
    0.851132259393822E-08
    0.874767285298547E-08
    0.899049777443137E-08
    0.923997350714671E-08
    0.949628097610072E-08
    0.975960601164322E-08
    0.100301394822833E-07
    0.103080774310590E-07
    0.105936212155954E-07
    0.108869776519501E-07
    0.111883591623492E-07
    0.114979839269188E-07
    0.118160760395199E-07
    0.121428656677973E-07
    0.124785892175569E-07
    0.128234895015888E-07
    0.131778159130551E-07
    0.135418246035668E-07
    0.139157786660766E-07
    0.142999483227171E-07
    0.146946111177187E-07
    0.151000521155439E-07
    0.155165641043803E-07
    0.159444478051348E-07
    0.163840120860806E-07
    0.168355741833072E-07
    0.172994599271325E-07
    0.177760039746356E-07
    0.182655500484791E-07
    0.187684511821870E-07
    0.192850699720563E-07
    0.198157788358789E-07
    0.203609602786602E-07
    0.209210071655210E-07
    0.214963230019788E-07
    0.220873222218080E-07
    0.226944304826817E-07
    0.233180849698083E-07
    0.239587347077769E-07
    0.246168408808342E-07
    0.252928771618210E-07
    0.259873300500013E-07
    0.267006992180263E-07
    0.274334978682776E-07
    0.281862530988454E-07
    0.289595062794012E-07
    0.297538134372320E-07
    0.305697456537112E-07
    0.314078894714884E-07
    0.322688473126878E-07
    0.331532379084112E-07
    0.340616967398542E-07
    0.349948764913464E-07
    0.359534475156397E-07
    0.369380983117753E-07
    0.379495360158687E-07
    0.389884869051632E-07
    0.400556969157083E-07
    0.411519321740350E-07
    0.422779795432010E-07
    0.434346471835990E-07
    0.446227651289249E-07
    0.458431858777151E-07
    0.470967850008748E-07
    0.483844617656297E-07
    0.497071397763428E-07
    0.510657676326552E-07
    0.524613196054165E-07
    0.538947963308867E-07
    0.553672255237037E-07
    0.568796627091222E-07
    0.584331919750462E-07
    0.600289267443898E-07
    0.616680105683140E-07
    0.633516179409064E-07
    0.650809551358814E-07
    0.668572610658956E-07
    0.686818081650913E-07
    0.705559032954948E-07
    0.724808886779133E-07
    0.744581428479939E-07
    0.764890816381251E-07
    0.785751591858754E-07
    0.807178689696918E-07
    0.829187448725902E-07
    0.851793622745952E-07
    0.875013391747084E-07
    0.898863373432008E-07
    0.923360635050479E-07
    0.948522705553528E-07
    0.974367588076181E-07
    0.100091377275755E-06
    0.102818024990743E-06
    0.105618652352874E-06
    0.108495262520544E-06
    0.111449912836581E-06
    0.114484716293119E-06
    0.117601843036061E-06
    0.120803521910213E-06
    0.124092042046159E-06
    0.127469754490041E-06
    0.130939073877374E-06
    0.134502480152100E-06
    0.138162520332100E-06
    0.141921810322426E-06
    0.145783036777523E-06
    0.149748959013788E-06
    0.153822410973817E-06
    0.158006303243722E-06
    0.162303625124985E-06
    0.166717446762285E-06
    0.171250921328835E-06
    0.175907287270780E-06
    0.180689870612239E-06
    0.185602087322647E-06
    0.190647445748058E-06
    0.195829549108167E-06
    0.201152098060798E-06
    0.206618893335692E-06
    0.212233838439477E-06
    0.218000942433725E-06
    0.223924322788083E-06
    0.230008208310500E-06
    0.236256942156640E-06
    0.242674984920613E-06
    0.249266917809221E-06
    0.256037445901980E-06
    0.262991401499238E-06
    0.270133747560752E-06
    0.277469581237190E-06
    0.285004137497057E-06
    0.292742792851614E-06
    0.300691069180461E-06
    0.308854637660477E-06
    0.317239322800929E-06
    0.325851106587608E-06
    0.334696132738939E-06
    0.343780711077086E-06
    0.353111322017174E-06
    0.362694621177794E-06
    0.372537444116091E-06
    0.382646811190778E-06
    0.393029932556559E-06
    0.403694213293477E-06
    0.414647258674860E-06
    0.425896879577598E-06
    0.437451098038586E-06
    0.449318152961307E-06
    0.461506505976568E-06
    0.474024847461607E-06
    0.486882102721800E-06
    0.500087438339385E-06
    0.513650268693708E-06
    0.527580262657631E-06
    0.541887350474837E-06
    0.556581730822955E-06
    0.571673878067481E-06
    0.587174549711685E-06
    0.603094794047770E-06
    0.619445958014745E-06
    0.636239695268555E-06
    0.653487974470250E-06
    0.671203087798042E-06
    0.689397659689306E-06
    0.708084655818754E-06
    0.727277392319134E-06
    0.746989545251013E-06
    0.767235160328378E-06
    0.788028662906956E-06
    0.809384868242339E-06
    0.831318992025220E-06
    0.853846661201208E-06
    0.876983925082905E-06
    0.900747266762147E-06
    0.925153614830509E-06
    0.950220355416392E-06
    0.975965344547254E-06
    0.100240692084574E-05
    0.102956391856876E-05
    0.105745568099877E-05
    0.108610207419666E-05
    0.111552350112626E-05
    0.114574091616021E-05
    0.117677583997766E-05
    0.120865037486437E-05
    0.124138722042601E-05
    0.127500968972585E-05
    0.130954172585830E-05
    0.134500791897010E-05
    0.138143352374113E-05
    0.141884447733738E-05
    0.145726741784877E-05
    0.149672970322489E-05
    0.153725943072208E-05
    0.157888545687581E-05
    0.162163741801226E-05
    0.166554575131397E-05
    0.171064171645423E-05
    0.175695741781577E-05
    0.180452582730943E-05
    0.185338080780900E-05
    0.190355713721884E-05
    0.195509053319148E-05
    0.200801767851257E-05
    0.206237624717131E-05
